type,front_or_cloze_text,back_or_extra,domain,task_statement,priority,card_class,reference
basic,"Besides listing bugs and security issues to report, what else should explicit review criteria define?","What to skip — e.g., minor style issues, naming conventions, and local/team-specific patterns.",D4,4.1,normal,mechanism,Guide §6 TS4.1 · Part 20
basic,What's the most effective technique for achieving consistently formatted output when detailed instructions alone produce inconsistent results?,Few-shot examples.,D4,4.2,normal,mechanism,Guide §6 TS4.2 · EP08 · Part 21
basic,How many few-shot examples are recommended for most tasks?,2-4 targeted examples (up to 4-5 for highly ambiguous domains).,D4,4.2,normal,mechanism,Guide §6 TS4.2 · EP08 · Part 21
basic,Why do few-shot examples generalize better than a long list of specific written rules?,"They demonstrate the underlying reasoning/judgment pattern, letting the model apply it to novel cases instead of only matching pre-specified ones.",D4,4.2,normal,discrimination,Guide §6 TS4.2 · EP08 · Part 21
basic,"Why do ""happy path only"" few-shot examples fail to help with edge cases?","The model never sees how an edge case should be handled, so it has no pattern to generalize from when one appears.",D4,4.2,normal,antipattern,Guide §6 TS4.2 · EP08 · Part 21
basic,Why do few-shot examples that show only the correct action without reasoning underperform?,"The model copies the action but not the judgment behind it, so it can't generalize to similar-but-different cases.",D4,4.2,normal,antipattern,Guide §6 TS4.2 · EP08 · Part 21
basic,Why can adding too many few-shot examples (10+) hurt a prompt?,It wastes context tokens for diminishing returns without further improving output quality.,D4,4.2,normal,discrimination,Guide §6 TS4.2 · EP08 · Part 21
cloze,"Few-shot examples reduce hallucination in extraction tasks by demonstrating correct handling of {{c1::varied document structures}}, such as inline citations vs. bibliographies.",,D4,4.2,normal,mechanism,Guide §6 TS4.2 · EP08
basic,What should a few-shot extraction example show when a field's data isn't present in the source document?,Returning null for that field instead of fabricating a value.,D4,4.2,normal,mechanism,Guide §6 TS4.2 · EP08 · Part 21
basic,Why should few-shot examples be structurally diverse rather than similar to each other?,"Homogeneous examples don't show the model how to differentiate cases, so it can't tell which pattern applies to a new, different input.",D4,4.2,normal,discrimination,Guide §6 TS4.2 · EP08 · Part 21
basic,A tool-selection prompt handles clear-cut requests fine but picks the wrong tool for ambiguous ones. What's the fix?,Add 2-4 few-shot examples of ambiguous requests showing the reasoning for choosing one tool over plausible alternatives.,D4,4.2,normal,trigger,Guide §6 TS4.2 · EP08 · Part 21
basic,What is the most reliable mechanism for guaranteed schema-compliant structured output from Claude?,Tool use (tool_use) with a JSON schema defined as the tool's input parameters.,D4,4.3,normal,mechanism,Guide §6 TS4.3 · EP09 · Part 22
basic,Why does tool use eliminate the JSON syntax errors that asking Claude to write JSON in prose doesn't?,"The tool's input schema constrains the model to return a structured object matching that schema, instead of free-form text it must format itself.",D4,4.3,normal,discrimination,Guide §6 TS4.3 · EP09 · Part 22
cloze,"{{c1::tool_choice: ""auto""}} lets the model return plain text instead of calling a tool.",This is the default tool_choice behavior.,D4,4.3,normal,mechanism,Guide §6 TS4.3 · EP09 · Part 22
cloze,"{{c1::tool_choice: ""any""}} forces the model to call some tool, but lets it choose which one.",,D4,4.3,normal,mechanism,Guide §6 TS4.3 · EP09 · Part 22
basic,How do you force Claude to call one specific named tool?,"Set tool_choice to {""type"": ""tool"", ""name"": ""<tool_name>""}.",D4,4.3,normal,mechanism,Guide §6 TS4.3 · EP09 · Part 22
basic,"Multiple extraction schemas exist and the document type is unknown in advance, but structured output is still required. Which tool_choice setting fits?","""any"" — it forces a tool call while letting the model pick the appropriate schema.",D4,4.3,normal,trigger,Guide §6 TS4.3 · EP09 · Part 22
basic,A specific extraction tool must run before any enrichment steps happen. Which tool_choice setting fits?,A forced tool selection naming that specific tool.,D4,4.3,normal,trigger,Guide §6 TS4.3 · EP09 · Part 22
basic,"Does a strict, schema-compliant tool_use response guarantee the extracted values themselves are correct?","No — it eliminates syntax errors but not semantic errors, such as line items that don't sum to the stated total.",D4,4.3,normal,discrimination,Guide §6 TS4.3 · EP09 · Part 22
basic,Why should optional/nullable fields be used instead of required fields for information that may be absent from a source document?,A required field with no null option pressures the model to fabricate a value just to satisfy the schema.,D4,4.3,normal,discrimination,Guide §6 TS4.3 · EP09 · Part 22
basic,What enum pattern lets a schema handle categories its designer didn't anticipate?,"An ""other"" enum value paired with a free-text detail field.",D4,4.3,normal,mechanism,Guide §6 TS4.3 · EP09 · Part 22
basic,What enum value should be added for genuinely ambiguous extraction cases?,"An ""unclear"" value.",D4,4.3,normal,mechanism,Guide §6 TS4.3 · EP09 · Part 22
basic,Why is pre-filling the assistant's response with an opening curly brace ({) to force JSON output considered a deprecated pattern?,"It's an older workaround; tool use with JSON schemas is the current, documented, reliable path to structured output.",D4,4.3,normal,antipattern,Guide §6 TS4.3 · EP09
basic,"Besides required/optional status and enums, what else should a schema field include to guide extraction accuracy?","A clear, explicit description of what data should populate that field.",D4,4.3,normal,definition,Guide §6 TS4.3 · EP09 · Part 22
basic,What should accompany a strict output schema in the prompt to handle inconsistent source formatting?,Format normalization rules — instructions for standardizing varied input formats before extraction.,D4,4.3,normal,mechanism,Guide §6 TS4.3 · EP09 · Part 22
cloze,Tool use with JSON schemas eliminates {{c1::syntax}} errors but does not prevent {{c2::semantic}} errors.,"Semantic errors: e.g. line items not summing to the total, or values placed in the wrong field.",D4,4.3,normal,discrimination,Guide §6 TS4.3 · EP09 · Part 22
basic,"What does the free-text ""detail"" field paired with an ""other"" enum value capture?","A description of the extensible/uncategorized case, for later analysis.",D4,4.3,normal,mechanism,Guide §6 TS4.3 · EP09 · Part 22
basic,"A schema marks ""due_date"" as required, but 15% of invoices don't list one. What happens if it isn't made nullable?","The model fabricates a due date to satisfy the required field, producing incorrect data.",D4,4.3,normal,discrimination,Guide §6 TS4.3 · EP09 · Part 22
basic,What's the recommended way to help Claude self-correct a failed structured extraction?,"Retry with error feedback — send the original document, the failed extraction, and specific validation errors back to the model.",D4,4.4,high,mechanism,Guide §6 TS4.4 · EP09 · Part 23
basic,Why does retrying fail to fix an extraction where a required piece of information is simply absent from the source document?,Retries can only help the model reformat or restructure output — they can't make Claude produce information that doesn't exist in the input.,D4,4.4,high,discrimination,Guide §6 TS4.4 · EP09 · Part 23
basic,What kind of extraction errors ARE effectively fixed by a retry loop?,Format mismatches and structural output errors — not missing-information errors.,D4,4.4,high,discrimination,Guide §6 TS4.4 · EP09 · Part 23
basic,"What is a ""detected_pattern"" field used for in structured findings?","Tracking which code construct or pattern triggered a given finding, to enable systematic analysis of dismissal/false-positive trends.",D4,4.4,high,mechanism,Guide §6 TS4.4 · EP09 · Part 23
basic,What's the difference between a semantic validation error and a schema syntax error?,"Semantic errors are wrong or inconsistent values (e.g., totals that don't add up) that pass schema validation; syntax errors are structural JSON problems that tool use already eliminates.",D4,4.4,high,discrimination,Guide §6 TS4.4 · EP09 · Part 23
basic,How should a retry follow-up request be constructed for the best self-correction results?,"Include the original document, the failed extraction, and a specific, itemized list of validation errors.",D4,4.4,high,mechanism,Guide §6 TS4.4 · EP09 · Part 23
basic,"Why is a generic ""try again"" retry prompt less effective than one listing specific validation errors?","Without specifics, the model has no concrete signal about what to fix and may repeat the same mistake.",D4,4.4,high,discrimination,Guide §6 TS4.4 · EP09 · Part 23
basic,A structured extraction's calculated_total doesn't match its stated_total field. What schema design catches this automatically?,Extract both calculated_total and stated_total as separate fields and flag a discrepancy when they differ.,D4,4.4,high,trigger,Guide §6 TS4.4 · EP09 · Part 23
cloze,A {{c1::conflict_detected}} boolean field flags cases where source data is internally inconsistent.,,D4,4.4,high,mechanism,Guide §6 TS4.4 · EP09 · Part 23
basic,How many retry attempts should a self-correction loop typically be capped at?,One or two attempts (at most two to three).,D4,4.4,high,mechanism,Guide §6 TS4.4 · EP09 · Part 23
basic,What should happen after a structured extraction fails validation on its final allowed retry?,Escalate to human review (or accept a null/safe default) rather than retrying indefinitely.,D4,4.4,high,discrimination,Guide §6 TS4.4 · EP09 · Part 23
basic,Why is an unbounded/unlimited retry loop a design flaw?,"It can cause expensive, slow execution hangs when the underlying issue, such as missing source data, is unfixable by retrying.",D4,4.4,high,antipattern,Guide §6 TS4.4 · EP09 · Part 23
basic,"In the API, how is a failed validation communicated back to Claude to trigger self-correction?","As a tool result marked as an error, containing a specific message describing what's wrong.",D4,4.4,high,mechanism,Guide §6 TS4.4 · EP09
basic,Give an example of a validation error message that helps self-correction versus one that doesn't.,"Helpful: ""amount must be greater than zero."" Unhelpful: ""invalid.""",D4,4.4,high,mechanism,Guide §6 TS4.4 · EP09
basic,What must a validation step check that schema compliance alone cannot guarantee?,"Business-rule / semantic correctness — e.g., that line items sum to the total, dates are consistent, values are in the right fields.",D4,4.4,high,mechanism,Guide §6 TS4.4 · EP09 · Part 23
basic,Why is retrying an extraction whose data simply isn't in the source document a mistake?,"It risks the model hallucinating a value just to comply, rather than correctly returning null.",D4,4.4,high,antipattern,Guide §6 TS4.4 · EP09 · Part 23
basic,"What structured field lets you distinguish ""value is legitimately absent"" from ""extraction failed""?","A nullable field the model returns as null, as opposed to an error/validation flag reserved for actual failures.",D4,4.4,high,mechanism,Guide §6 TS4.4 · EP09 · Part 23
basic,Why should a model's tool_use output be treated as untrusted input even though it's schema-valid?,Schema validity only confirms the shape and types match — it says nothing about whether the actual values are correct.,D4,4.4,high,discrimination,Guide §6 TS4.4 · EP09 · Part 23
basic,"An extraction pipeline processes thousands of documents; some fail validation because they exceeded context limits. What's the correct fix, beyond a generic retry?","Resubmit the specific failed documents, identified by custom_id, with the needed modification — e.g., chunking the oversized documents.",D4,4.4,high,trigger,Guide §6 TS4.4 & TS4.5 · Part 24
basic,What's the benefit of tracking detected_pattern data across many findings over time?,"It reveals which code constructs or patterns developers repeatedly dismiss, enabling targeted prompt/schema improvements for those false-positive sources.",D4,4.4,high,mechanism,Guide §6 TS4.4 · EP09 · Part 23
basic,What discount does the Message Batches API offer over the synchronous Messages API?,50% cost savings.,D4,4.5,high,mechanism,Guide §6 TS4.5 · Part 24
basic,What is the maximum processing window for the Message Batches API?,Up to 24 hours.,D4,4.5,high,mechanism,Guide §6 TS4.5 · Part 24
basic,Does the Message Batches API guarantee a latency SLA?,"No — there is no guaranteed latency SLA, only an up-to-24-hour processing window.",D4,4.5,high,discrimination,Guide §6 TS4.5 · Part 24
basic,A pre-merge code check must block the developer's merge until it completes. Which API mode should you use?,The synchronous Messages API — batch processing is unsuitable for blocking workflows.,D4,4.5,high,trigger,Guide §6 TS4.5 · Part 24
basic,A weekly security audit report doesn't need to be ready at a specific moment and can wait up to a day. Which API mode fits?,"The Message Batches API — it's built for non-blocking, latency-tolerant workloads.",D4,4.5,high,trigger,Guide §6 TS4.5 · Part 24
basic,Why can't the Message Batches API power an agentic loop that needs to execute a tool mid-request and keep reasoning?,The batch API does not support multi-turn tool calling within a single request — it's single-turn/self-contained only.,D4,4.5,high,discrimination,Guide §6 TS4.5 · Part 24
basic,What field lets you correlate a Message Batches API response back to its original request?,The custom_id field.,D4,4.5,high,mechanism,Guide §6 TS4.5 · Part 24
basic,A batch job partially fails — some documents error out. What's the correct remediation?,"Identify the failed documents by custom_id and resubmit only those, with any needed modifications (e.g., chunking).",D4,4.5,high,trigger,Guide §6 TS4.5 · Part 24
basic,Why should you test a prompt on a small sample synchronously before submitting a large batch?,"To refine the prompt and maximize its first-pass success rate, reducing costly iterative resubmission of the full batch.",D4,4.5,high,mechanism,Guide §6 TS4.5 · Part 24
basic,What sample size range is recommended for prompt refinement testing before scaling to a large batch?,Roughly 20-50 documents.,D4,4.5,high,mechanism,Guide §6 TS4.5 · Part 24
basic,"You need to guarantee a 30-hour SLA for batch results, and each batch can take up to 24 hours to process. How do you meet the SLA?","Submit batches on a fixed cadence (e.g., every 4 hours) so no request waits longer than the SLA even in the worst-case 24-hour processing time.",D4,4.5,high,trigger,Guide §6 TS4.5 · Part 24
basic,A manager proposes switching a blocking pre-merge check to the Message Batches API purely for its cost savings. Why is this the wrong call?,"Batch processing has no latency guarantee and can take up to 24 hours, which would block developers indefinitely — unsuitable for a workflow they're waiting on.",D4,4.5,high,antipattern,Guide §6 TS4.5 · §9 Q11
basic,"Why is adding a ""timeout fallback to real-time"" onto a batch-based pre-merge workflow an unnecessarily complex fix?","It's simpler and more correct to just match each workflow to the appropriate API — synchronous for blocking, batch for tolerant — rather than patching batch with a fallback.",D4,4.5,high,antipattern,Guide §6 TS4.5 · §9 Q11
cloze,The Message Batches API supports {{c1::single-turn}} requests only and cannot execute tools mid-request and return results within the same batch call.,,D4,4.5,high,mechanism,Guide §6 TS4.5 · Part 24
basic,Name two example workloads well-suited to batch processing per the exam guide.,Overnight technical debt / analysis reports and weekly security or code audits.,D4,4.5,high,discrimination,Guide §6 TS4.5 · Part 24
basic,"Why is ""batch results are often faster than real-time"" not an acceptable justification for using batch on a blocking workflow?","""Often faster"" isn't a guarantee — the workflow still risks the full up-to-24-hour window with no SLA, unacceptable when developers are waiting.",D4,4.5,high,discrimination,Guide §6 TS4.5 · §9 Q11
basic,"What must you provide up front when using the batch API, unlike a synchronous multi-turn tool-calling flow?","All necessary context, since the batch API cannot pause mid-request to receive tool results and continue.",D4,4.5,high,mechanism,Guide §6 TS4.5 · Part 24
basic,Why is a model less likely to catch its own mistakes when reviewing code it just generated in the same session?,"It retains the reasoning context and assumptions from generation, so it reads what it intended to write rather than what's actually on the page.",D4,4.6,normal,discrimination,Guide §6 TS4.6 · Part 25
basic,What's the recommended alternative to self-review for catching subtle issues in generated code?,An independent review instance — a separate Claude session with no shared reasoning context.,D4,4.6,normal,mechanism,Guide §6 TS4.6 · Part 25
basic,Why doesn't extended thinking substitute for an independent review instance?,"Extended thinking still runs within the same biased session context; it doesn't remove the retained generation assumptions the way a fresh, separate instance does.",D4,4.6,normal,antipattern,Guide §6 TS4.6 · Part 25
basic,What are the three passes in a multi-pass review architecture?,"Per-file local analysis, cross-file integration analysis, and a verification/confidence-routing pass.",D4,4.6,normal,mechanism,Guide §6 TS4.6 · Part 25
basic,Why does a single-pass review of a large multi-file pull request produce inconsistent depth and contradictory findings?,"Attention dilution across many files causes uneven focus, and can lead the model to flag a pattern as an issue in one file while approving it elsewhere.",D4,4.6,normal,discrimination,Guide §6 TS4.6 · Part 25
basic,What does the cross-file integration pass check that per-file passes miss?,"System-level issues like data-flow inconsistencies, API contract mismatches, and missing error propagation across module boundaries.",D4,4.6,normal,mechanism,Guide §6 TS4.6 · Part 25
basic,"In a verification pass that rates findings by confidence 1-5, how should low-confidence findings (1) typically be routed?","Discarded, to avoid flooding developers with low-confidence noise and eroding trust.",D4,4.6,normal,trigger,Guide §6 TS4.6 · Part 25
basic,"In that same confidence-routing scheme, how should medium-confidence findings (2-3) be routed, versus high-confidence (4-5)?",Medium confidence goes to human review for manual verification; high confidence is auto-posted as a PR comment.,D4,4.6,normal,trigger,Guide §6 TS4.6 · Part 25
basic,"In a stateless API like the Claude Messages API, why must the full conversation history be resent on every request?","The API has no server-side memory of prior turns; each request is independent, so the model can only see prior context if the client explicitly includes it in the messages array.",D5,5.1,high,mechanism,Guide §6 TS5.1 · EP10
basic,What happens to conversational coherence if you truncate or drop prior turns instead of passing complete history?,"The model loses track of what was already said or decided, and can contradict itself or ask the user to repeat information.",D5,5.1,high,mechanism,Guide §6 TS5.1 · Part 26
basic,What specific kinds of information does progressive summarization risk discarding from a customer support conversation?,"Numerical values, percentages, dates, order/case identifiers, and customer-stated expectations.",D5,5.1,high,mechanism,Guide §6 TS5.1 · Part 26
basic,What is the 'lost in the middle' effect?,Models reliably attend to information at the beginning and end of a long context but are prone to missing or omitting facts placed in the middle.,D5,5.1,high,definition,Guide §6 TS5.1 · Part 26
basic,"Given the lost-in-the-middle effect, where should persistent rules and case-fact summaries be placed in a prompt, and where should the latest user message go?","Foundational rules and persistent summaries at the top (beginning), the latest user message at the bottom (end), with clear section headers for content in between.",D5,5.1,high,trigger,Guide §6 TS5.1 · Part 26
basic,What is a 'case facts' block and where should it be placed in the prompt?,"A persistent, structured block of extracted transactional facts (amounts, dates, order numbers, statuses) placed immediately after the system prompt, kept separate from summarized conversation history, and included on every turn.",D5,5.1,high,definition,Guide §6 TS5.1 · Part 26
basic,Why do raw tool results (like an order lookup with 40+ fields) pose a context management problem even when they're relevant?,"They consume context tokens disproportionately to their usefulness — most fields aren't needed, but all of them get carried forward in history and crowd out other information.",D5,5.1,high,mechanism,Guide §6 TS5.1 · Part 26
basic,What is the recommended fix for verbose tool outputs before they accumulate in context?,"Trim the tool output down to only the fields actually relevant to the task (e.g., keep only return-relevant fields from an order lookup) before it's added to history.",D5,5.1,high,mechanism,Guide §6 TS5.1 · Part 26
basic,"Why should subagent outputs include metadata like dates, source locations, and methodological context?","So downstream synthesis agents can accurately judge relevance, recency, and reliability instead of treating all findings as equally current and equivalent.",D5,5.1,high,mechanism,Guide §6 TS5.1 · Part 26
basic,"When an upstream agent feeds a downstream agent with a limited context budget, what should the upstream agent return instead of verbose content and reasoning chains?","Structured data: key facts, citations, and relevance scores.",D5,5.1,normal,mechanism,Guide §6 TS5.1
basic,"For a multi-issue customer session (several separate problems in one conversation), what technique keeps each issue's facts from blurring together?","Extract and persist structured issue data (order IDs, amounts, statuses) per issue into a separate context layer, rather than relying on one running summary.",D5,5.1,normal,mechanism,Guide §6 TS5.1
basic,What is context rot?,"As the context window fills with unpruned history, model retrieval accuracy measurably degrades — critical instructions and facts get harder for the model to recall correctly.",D5,5.1,high,definition,Guide §6 · EP10
basic,"According to the exam material, what is the anti-pattern response to a large amount of relevant information, versus the correct approach?","Anti-pattern: stating everything upfront in full. Correct approach: maintain lightweight references (file paths, IDs, search queries) and fetch full data just-in-time when a step actually needs it.",D5,5.1,high,antipattern,Guide §6 · EP10
cloze,"When pruning tool bloat from a conversation to save context, you should keep {{c1::message thread/turn structure}} intact and trim only the {{c2::verbose internal tool output}}, because dropping whole turns harms conversational coherence.",Preserve dialogue structure while pruning content.,D5,5.1,high,discrimination,Guide §6 TS5.1 · Part 26
basic,Why is 'the model just needs a bigger context window' a poor fix for degraded conversational accuracy over a long support session?,"A larger window doesn't stop context rot or the lost-in-the-middle effect — retrieval accuracy still degrades as unpruned, unstructured history accumulates; the real fix is active curation (case-facts blocks, trimming, structure), not raw capacity.",D5,5.1,high,discrimination,Guide §6 · EP10
basic,A customer's order details were fetched once early in a long support conversation. Why can the agent still 'forget' the order number 20 turns later even though it's technically still in the transcript?,"Without an explicit persistent case-facts block, the order number can end up buried in the middle of a growing transcript, subject to the lost-in-the-middle effect and to loss during progressive summarization.",D5,5.1,high,mechanism,Guide §6 TS5.1 · Part 26
basic,"What should a persistent case-facts block contain, and what should it exclude?","It should contain concrete transactional facts (amounts, dates, IDs, statuses); it should stay separate from — and not be collapsed into — the summarized conversational narrative.",D5,5.1,normal,definition,Guide §6 TS5.1 · Part 26
basic,"A researcher agent produces a finding based on a webpage. What single piece of information, if omitted, most commonly causes downstream agents to misjudge whether that finding is still current?",The publication or data-collection date of the source.,D5,5.1,normal,trigger,Guide §6 TS5.1/5.6 · Part 26
basic,"An agent must decide when a customer explicitly asks for a human. What is the required action, and is any investigation done first?",Escalate immediately; the agent must not first attempt to investigate or resolve the issue.,D5,5.2,high,trigger,Guide §6 TS5.2 · Part 27
basic,Name the three core escalation triggers defined for agent design.,1) Explicit human request. 2) Policy gaps/exceptions (request falls outside documented authority). 3) Inability to make meaningful progress after repeated attempts.,D5,5.2,high,mechanism,Guide §6 TS5.2 · Part 27
basic,Why is self-reported model confidence a poor escalation trigger?,"LLM self-reported confidence is poorly calibrated — the model can be confidently wrong on exactly the hard cases it should escalate, so a confidence threshold doesn't reliably separate simple from complex cases.",D5,5.2,high,discrimination,"Guide §6 TS5.2 · Part 27, §9 Q3"
basic,Why is sentiment analysis (detecting customer frustration) an unreliable proxy for triggering escalation?,"Emotional tone does not correlate with case complexity — a frustrated customer can have a simple request, and a calm customer can have a request that's genuinely outside policy authority.",D5,5.2,high,discrimination,Guide §6 TS5.2 · Part 27
basic,A customer is shouting in all caps about a missing package that just needs a tracking lookup. What should the agent do?,Acknowledge the frustration empathetically and resolve the request autonomously — sentiment alone is not a reason to escalate a within-capability task.,D5,5.2,high,trigger,Guide §6 TS5.2 · Part 27
basic,"A calm, polite customer asks for a restocking fee waiver that exceeds the agent's policy authority. What should happen, and why does this contradict a sentiment-based approach?","The agent should escalate, because the request is a policy gap/exception — even though the customer's tone is calm, sentiment-based escalation would have missed this case.",D5,5.2,high,discrimination,Guide §6 TS5.2 · Part 27
basic,A customer expresses frustration but the issue is within the agent's capability to resolve. What is the correct sequence of actions?,"Acknowledge the frustration with empathy, then offer/attempt resolution; only escalate if the customer reiterates their preference for a human.",D5,5.2,high,mechanism,Guide §6 TS5.2 · Part 27
basic,"A policy covers price matching against the company's own past sales, but a customer asks for a competitor price match. Is this ambiguous case resolved autonomously or escalated, and why?","Escalated — the policy is silent on this specific request (a policy gap), not merely a complex case; silence/ambiguity in policy is itself an escalation trigger.",D5,5.2,high,trigger,Guide §6 TS5.2
basic,A tool call for 'John Smith' returns three separate customer profiles. What must the agent do?,"Ask the user for an additional disambiguating identifier (e.g., email, last four digits of phone number) — it must not guess, assume recency, or pick the first/most-recent record.",D5,5.2,high,trigger,Guide §6 TS5.2 · Part 27
basic,"Why is picking one of several ambiguous customer-match records by heuristic (e.g., most recent) dangerous?","It risks acting on the wrong customer's data, creating data integrity and privacy risks.",D5,5.2,normal,mechanism,Guide §6 TS5.2 · Part 27
cloze,"The five escalation anti-patterns are: {{c1::investigating before escalating on an explicit human request}}, {{c2::sentiment-driven escalation}}, guessing on ambiguous data, escalating easily-resolvable tasks, and vague escalation criteria like 'escalate complex cases.'",Five common escalation design anti-patterns.,D5,5.2,high,antipattern,Guide §6 TS5.2 · Part 27
basic,Why is the instruction 'escalate complex cases' considered a bad prompt design for escalation logic?,"It's vague and abstract, causing non-deterministic model behavior; escalation criteria should instead be concrete (e.g., exact dollar thresholds, attempt limits) with few-shot examples.",D5,5.2,high,antipattern,Guide §6 TS5.2 · Part 27
basic,"An agent achieves only 55% first-contact resolution: it escalates simple cases with clear evidence but tries to autonomously resolve cases that need policy exceptions. What is the most effective, proportionate fix?",Add explicit escalation criteria with few-shot examples to the system prompt showing exactly when to escalate versus resolve — this addresses the root cause (unclear decision boundaries) before adding infrastructure like classifiers or confidence thresholds.,D5,5.2,high,discrimination,Guide §9 Q3
basic,"Why is deploying a separate ML classifier to predict escalation need, before trying prompt fixes, considered over-engineered for a miscalibrated escalation problem?",It requires labeled data and ML infrastructure for a problem that prompt-level fixes (explicit criteria + few-shot examples) haven't even been tried on yet.,D5,5.2,normal,antipattern,Guide §9 Q3
basic,"What is the escalation decision hierarchy recommended for exam purposes, in order?","1) Escalate immediately if the user explicitly asks for a human. 2) Escalate if the request hits a policy gap or exceeds a defined policy limit. 3) Escalate if repeated autonomous attempts (e.g., three) make no progress. 4) Otherwise, resolve autonomously.",D5,5.2,high,mechanism,Guide §6 TS5.2 · Part 27
basic,How many failed resolution attempts is used as the example threshold before an agent should route a case to human review for lack of progress?,Three attempts without measurable progress.,D5,5.2,normal,trigger,Guide §6 TS5.2 · Part 27
basic,"Why is offloading standard, resolvable tasks (like password resets or tracking lookups) to human staff considered an anti-pattern?","It wastes scarce human capacity on tasks the agent is fully capable of handling, undermining the first-contact resolution target.",D5,5.2,normal,antipattern,Guide §6 TS5.2 · Part 27
basic,"Why must an agent honor an explicit request for a human immediately, rather than trying to first show it can solve the problem?",Respecting the customer's stated preference overrides the agent's autonomous capability — investigating first delays the handoff the customer explicitly asked for.,D5,5.2,high,mechanism,Guide §6 TS5.2 · Part 27
basic,"In multi-agent error propagation, what four pieces of information should a structured error context include so the coordinator can recover intelligently?","Failure type, the query/action that was attempted, any partial results obtained, and potential alternative approaches.",D5,5.3,high,mechanism,"Guide §6 TS5.3 · Part 28, §9 Q8"
basic,Why is a generic error status like 'search unavailable' harmful to a coordinator agent?,"It hides valuable context — the coordinator can't tell whether to retry, try an alternative, or proceed with partial results, so it can't make an informed recovery decision.",D5,5.3,high,discrimination,Guide §6 TS5.3 · §9 Q8
basic,"Distinguish an 'access failure' from a 'valid empty result' in error reporting, and why does the distinction matter.","An access failure (e.g., a timeout) means the query didn't run and might need a retry; a valid empty result means the query succeeded but simply found no matches — conflating the two prevents the coordinator from choosing the right recovery action.",D5,5.3,high,discrimination,Guide §6 TS5.3
basic,Why is silently returning an empty result as 'success' when a subagent's tool actually failed considered an anti-pattern?,"It suppresses the error entirely, hiding the failure from the coordinator and preventing any recovery or accurate downstream reporting of coverage gaps.",D5,5.3,high,antipattern,Guide §6 TS5.3 · Part 28
basic,Why is terminating the entire multi-agent workflow when a single subagent fails considered an anti-pattern?,It wastes any results already obtained and unnecessarily kills recoverable work when the failure of one subagent doesn't have to doom the whole task.,D5,5.3,high,antipattern,Guide §6 TS5.3 · Part 28
basic,"What is graceful degradation in a multi-agent workflow, in response to a subagent failure?",The coordinator proceeds using any successfully retrieved partial results and annotates the final output to clearly mark which areas have coverage gaps.,D5,5.3,high,definition,Guide §6 TS5.3 · Part 28
basic,"Should a subagent immediately propagate every error to the coordinator, or attempt something first?","It should first attempt local recovery (e.g., retries) for transient failures like timeouts, and only propagate to the coordinator errors it cannot resolve itself — including what was attempted and any partial results.",D5,5.3,high,mechanism,Guide §6 TS5.3 · Part 28
basic,"What are 'coverage annotations' in a synthesis output, and why are they needed?","Explicit markers in the final output indicating which findings are well-supported versus which topic areas have gaps due to unavailable/failed sources, so the coordinator's degraded-mode output is still trustworthy and transparent.",D5,5.3,normal,mechanism,Guide §6 TS5.3
cloze,"When a subagent fails, the two anti-patterns to avoid are {{c1::silently returning empty results as success}} and {{c2::terminating the entire workflow}}; the correct approach is structured error reporting plus graceful degradation.",Error propagation anti-patterns vs. correct handling.,D5,5.3,high,antipattern,Guide §6 TS5.3 · Part 28
basic,Why does treating a timeout the same way as a legitimate zero-result query risk a bad coordinator decision?,"The coordinator might report 'no data found' as a real finding when the query never actually completed, or fail to retry a search that would have succeeded on a second attempt.",D5,5.3,normal,mechanism,Guide §6 TS5.3
basic,What is the primary diagnostic cue that a Claude Code session is suffering from context degradation during long codebase exploration?,"The model's answers shift from citing specific file paths, classes, and line-level logic to vague, generic statements about 'typical patterns.'",D5,5.4,high,trigger,Guide §6 TS5.4 · Part 29
basic,What is a scratchpad file used for during large codebase exploration?,"External memory: the agent writes concrete discoveries, file paths, and findings to disk as it works, so it can restore its factual baseline by reading the scratchpad after context is compacted or cleared, without re-analyzing the codebase.",D5,5.4,high,definition,Guide §6 TS5.4 · Part 29
basic,Why should a main coordinator agent avoid reading dozens of raw source files itself during codebase exploration?,"Raw source consumes the coordinator's context budget with low-level detail, crowding out its capacity for high-level architectural reasoning; that reading should be delegated to subagents instead.",D5,5.4,high,mechanism,Guide §6 TS5.4 · Part 29
basic,"In subagent delegation for codebase exploration, what does the subagent do and what does the coordinator ingest?","The subagent reads the raw files/tests for a subsystem and distills its findings into a concise summary; the coordinator ingests only that summary, preserving its context for coordination and decisions.",D5,5.4,high,mechanism,Guide §6 TS5.4 · Part 29
basic,"When should /compact be applied during an extended exploration session, according to the recommended rule?","Proactively, as soon as tool outputs start accumulating or responses show early signs of vagueness — not after the model has already started hallucinating or losing track.",D5,5.4,high,trigger,Guide §6 TS5.4 · Part 29
basic,What four things should a state manifest track to support crash recovery in a multi-hour agentic investigation?,"The active phase/investigation name, completed tasks with paths to their result artifacts, files currently queued or under analysis, and accumulated key findings.",D5,5.4,high,mechanism,Guide §6 TS5.4 · Part 29
basic,"After a crash, how does a coordinator resume a multi-hour investigation without redoing expensive file analysis?",It reloads the structured state manifest directly into the fresh session's context instead of re-exploring the codebase from scratch.,D5,5.4,high,mechanism,Guide §6 TS5.4 · Part 29
